ACCOUNT_NAME,Sum_Sales,Date,QTY
"Curvature, Inc.",5195,26/08/2020,
The Capital Group Companies Inc,42010,31/03/2017,
MRM//McCann,161127,01/04/2018,
Wolters Kluwer Corporate Legal Services,24500,04/11/2015,
Bae Systems San Diego Ship Repair Inc.,10390,13/09/2018,
DEPARTMENT OF TRANSPORT AND MAIN ROADS,181835,02/02/2024,
Bank OZK,10885,21/03/2019,
Amgen Inc.,4676,14/06/2019,
"Softworld, LLC",5195,31/12/2021,
Johnson & Johnson,8534,20/04/2019,
"ADT Holdings, Inc.",63180,17/02/2023,
State Street Corporation,10078,15/06/2018,
"Transwestern Commercial Services, L.L.C.",44049,09/12/2023,
"American Philanthropic, LLC.",30547,06/03/2023,
"United Community Banks, Inc.",7191,29/05/2020,
"Counter Brands, LLC dba BeautyCounter",5195,03/03/2019,
Broadcom Corporation,31170,31/08/2021,
"Tenex Capital Management, L.P.",5195,09/11/2019,
Toronto Police Services,66450,02/01/2024,
Topicus Ambulancezorg B.V.,12504,17/09/2021,
A-PLAN INSURANCE,4794,15/12/2017,
Biogen Idec Inc.,42085,21/12/2023,
Fidelity Worldwide Investments India,5993,17/06/2016,
"United Parcel Service, Inc.",20000,22/11/2019,
Dematic Corp.,25000,24/09/2021,
Citizens Bank N.A,10106,29/02/2020,
The Primary Care Foundation Ltd,3781,19/02/2021,
Colorado Hospital Association,4997,08/01/2016,
SECURA Insurance Holdings,11845,16/06/2023,
"B3 S.A. - BRASIL, BOLSA, BALC?O",11748,30/09/2022,
"Guaranteed Rate, Inc.",9351,19/11/2021,
Unifund Corporation,3995,24/11/2017,
AB Inbev,2625,31/12/2019,
Lendlease Management Services Limited,4680,27/09/2021,
Societe Generale Hong Kong Branch,3524,14/11/2018,
Halo Business Intelligence,5194,09/12/2016,
Viking Global Investors LP,5195,26/09/2021,
GoodLife Fitness Centres Inc,57279,25/11/2019,
NATIONAL RUGBY LEAGUE LIMITED,2098,05/09/2017,
"AT&T Comunicaciones Digitales, S. de R.L. de C.V.",6491,02/09/2021,
Electronic Arts Inc.,20157,09/03/2022,
GE Healthcare International LLC,23378,10/04/2023,
Ngee Ann Polytechnic,21230,01/11/2021,
Nottingham Trent University,5609,21/05/2021,
"AMA Insurance Agency, Inc",5091,08/12/2023,
"Amazon.com Services, Inc.",3969,28/06/2022,
Department of Defense - Missile Defense Agency,9351,20/11/2020,
"STAT Recovery Services, LLC",3637,17/04/2024,
GRANT THORNTON NEW ZEALAND LIMITED,9419,07/09/2022,
DEPARTMENT OF TRANSPORT AND MAIN ROADS,3363,26/11/2020,
"Jackson - Dawson Communications, Inc.",79834,15/02/2023,
Cisco Systems India Private Ltd,4062,11/01/2019,
HgCapital LLP,8984,09/01/2019,
SBC Sports & Business Consulting GmbH,4717,30/09/2022,
INDOSTAR CAPITAL FINANCE LIMITED,4676,11/12/2023,
Asos.Com Ltd,15446,02/01/2024,
The Bank of New York Mellon Corporation,210000,28/09/2016,
Deutsche Bank Operations International,7273,17/12/2021,
Colorado Housing and Fin Auth,15318,28/04/2023,
"GLOBE TELECOM, INC.",3948,28/11/2022,
HP Inc.,49223,31/01/2024,
Allianz Seguros S/A,13659,18/11/2021,
Commonwealth Bank of Australia,6713,20/03/2014,
LIVINGSTON POLAND SP Z O O,21497,01/12/2023,
"Manheim Corporate Services, Inc.",10078,24/09/2019,
The Estee Lauder Companies Inc,4961,23/08/2022,
DEPARTMENT OF TRANSPORT AND MAIN ROADS,15354,02/02/2023,
VERTICURL PTE LTD,3637,08/09/2022,
Rabobank,3056,28/02/2019,
Astound Commerce Corporation,61443,01/10/2015,
Dentsu Digital Inc.,6272,13/09/2021,
FirstCaribbean International Bank Limited,4134,08/10/2018,
"Transwestern Commercial Services, L.L.C.",4778,03/03/2020,
Aon Risk Services Companies Inc,264114,01/11/2019,
Magna Services of America Inc.,4676,09/01/2019,
Sony Electronics Inc.,17649,30/04/2020,
Mercedes-Benz Group AG,5720,11/08/2022,
Optum,3995,19/02/2018,
"Hayneedle, Inc.",5194,30/11/2016,
"Oak Street Health MSO, LLC",63119,13/02/2024,
"Merz Pharmaceuticals, LLC",8832,25/06/2022,
University Hospitals Health System,4676,03/06/2019,
"Rivian Automotive, LLC",15585,21/05/2021,
SharePath,22090,30/03/2019,
focalCenter,4414,30/11/2015,
Hogg Robinson USA (HRG North America),19500,16/12/2017,
Anheuser Busch InBev N.V./S.A.,5694,12/09/2016,
Trifacta,8875,29/04/2023,
Optum,5800,26/03/2018,
Collins Aerospace,4676,01/01/2023,
"McDonald's Company Japan,Ltd",8918,01/12/2021,
MEDIQON GmbH,2936,11/08/2017,
True Sight Consulting Inc,10390,27/06/2022,
Diagnósticos da América S/A. [DASA],7701,19/04/2021,
Oi S.A.,5575,14/04/2021,
CISCO SYSTEMS POLAND SP Z O O,71803,01/11/2018,
The Coca-Cola Company,28304,15/09/2019,
The Estee Lauder Companies Inc,5039,11/09/2019,
TAL Services Limited,10601,20/06/2018,
House Canary,37340,18/05/2015,
Absolutdata Technologies Inc,3637,19/02/2022,
Roche Diagnóstica Brasil Ltda.,5000,30/09/2016,
NTT COMMUNICATIONS INDIA PRIVATE LIMITED,4779,17/12/2023,
"MSC Industrial Direct Co., Inc.",4416,23/07/2021,
Verizon Communications Inc.,4217,04/02/2023,
MURATA INTEGRATED PASSIVE SOLUTIONS,4874,30/01/2024,
Baird Holding Company,16624,16/11/2019,
"Proalign, LLC",1000,11/05/2017,
Syngenta Proteç?o de Cultivos Ltda,2824,01/10/2022,
LIGUE NATIONALE DE RUGBY,13274,14/09/2022,
Resources Global Professionals,36365,27/11/2021,
Creative Planning Ltd,14255,30/10/2023,
"Amazon.com Services, Inc.",3938,05/10/2023,
Trans Union LLC,45717,17/12/2021,
Honeybee Foods Corporation,4989,15/06/2018,
Bank of Ireland Group,11207,01/01/2020,
SiriusXM Satellite Radio,12995,14/08/2016,
Glanbia Management Services Limited,5880,01/04/2024,
Baxter Healthcare Corporation,19481,23/04/2019,
Postmedia Network Canada Corp,5243,30/06/2015,
"CSX Technology, Inc.",24310,28/12/2021,
S&P Global Inc.,168030,01/07/2018,
"Mondelez International, Inc.",10892,29/09/2017,
Metricon Homes,37525,01/12/2021,
"Reyes Holdings, L.L.C.",8312,15/03/2021,
"Universidad Tecnologica de Mexico, SC",6624,31/03/2022,
Sdg Consulting USA Corp.,2500,04/12/2019,
GLOBAL RADIO SERVICES LIMITED,2525,10/02/2020,
TBC Corporation,34330,15/12/2015,
"Innovairre Communications, LLC",4935,01/05/2023,
"Metrex Research, LLC",5195,01/03/2024,
Exafluence,2467,02/11/2019,
"IDEXX Laboratories, Inc.",54547,08/08/2022,
Cargill Agrícola S/A,3839,16/05/2018,
"Autodesk, Inc.",5195,25/10/2021,
Jung SAS,23354,08/02/2021,
Dell Inc.,9373,15/03/2021,
Intuit Inc.,36365,01/01/2023,
"Validity, Inc.",8832,19/11/2023,
G4S CORPORATE SERVICES LIMITED,11295,05/03/2022,
IKEA Distribution Services Limited,0,15/09/2017,
"Mgmt3d, LLC",9351,17/11/2017,
FTI CONSULTING LLP,0,31/12/2021,
"EISAI CO., LTD.",30576,08/11/2021,
KraussMaffei Technologies GmbH,4852,14/02/2020,
Honeywell Inc India,20550,26/12/2017,
Zoetis LLC,6442,28/01/2021,
"Pnm Resources, Inc.",28832,31/07/2019,
Integrity Growth Partners LP,4935,12/11/2022,
Essentra International Limited,58521,30/03/2018,
COCA-COLA ENTERPRISES EUROPE LTD,3338,24/09/2021,
HAMPDEN & CO PLC,10574,10/06/2024,
Decision Crew B.V.,2609,17/02/2020,
"Choice Administrators Insurance Services, Inc.",35139,31/10/2022,
The Mosaic Company,5195,05/03/2024,
Fidelity Investments,4282,21/11/2019,
GoodLife Fitness Centres Inc,11985,25/11/2014,
"Shaw Industries, Inc.",5195,18/07/2022,
"CU Cooperative Systems, Inc.",0,01/11/2021,
MRM//McCann,20031,23/09/2023,
Scalepoint Technologies Holding A/S,5480,05/12/2019,
DNIGL B.V.,3565,18/10/2022,
"Trimark Usa, LLC",5195,24/12/2018,
"Yusen Logistics Co., Ltd",52518,31/01/2023,
Oliver and Ohlbaum,3354,15/02/2016,
R&R Insurance,19434,26/07/2022,
SHIDAX CORPORATION,12294,15/12/2023,
De Nieuwe Zaak,4940,23/09/2016,
Hyatt Corporation,7792,30/06/2023,
Frontier Communications Corporation,35523,09/12/2016,
Self Esteem Brands,7793,27/06/2022,
ALSA GRUPO SL,4418,08/09/2021,
Texas Scottish Rite Hospital for Children,5195,09/11/2022,
My Digital Sales Partner LLC,4541,17/05/2021,
Vice Media,15585,14/08/2020,
NTT COMMUNICATIONS CORPORATION,21545,01/03/2024,
PQ Corporation,5195,01/06/2019,
Optumrx,2900,05/07/2016,
"DataDrive, LLC",2500,04/12/2017,
Savills Inc.,4935,02/09/2021,
"INSURANCE AUTO AUCTIONS, INC.",10182,29/10/2021,
Ambit Energy Inc.,8000,15/11/2015,
KRISPY KREME U.K. LTD,8683,26/05/2024,
Deloitte Development LLC,1100645,31/03/2018,
Integrity Marketing Group LLC,4592,09/12/2019,
"Lucescu Realty, Inc",1295,14/03/2016,
Aurinia Pharmaceuticals Inc,4620,15/08/2022,
"Abrams Capital Managment, LLC",2500,20/01/2020,
CFGI,34620,05/05/2024,
National Wildlife Federation,2192,30/09/2020,
DATAFORCE LTD,2500,12/09/2016,
Tealium,11695,10/03/2024,
Raytheon Company,28053,01/02/2024,
R Square Analytics LLC,3637,18/03/2022,
"Independence Plus, Inc.",5195,24/03/2024,
Newell Brands Inc.,10390,01/10/2023,
UDA REAL ESTATE DATA SL.,5253,20/09/2019,
PTV Planung Transport Verkehr GmbH,5897,01/02/2022,
Sainsbury's Supermarkets Ltd,6186,26/06/2024,
Burnbrae Farms Limited,5041,08/01/2024,
Woolworths Group Ltd,40474,23/04/2016,
Abbott Laboratories,6221,02/10/2023,
Verizon Communications Inc.,4217,15/07/2022,
University College For The Creative Arts,17986,01/02/2024,
ORGANON K.K.,3343,10/05/2023,
Axians,2638,25/06/2017,
HUMM GROUP LIMITED,25107,17/04/2023,
Fidelity Investments,15117,18/06/2020,
"HONDA R&D CO.,LTD.",8312,21/11/2018,
"Caidan Management Company, LLC",283740,22/12/2018,
"Point32Health Services, Inc.",20780,14/07/2023,
"Data Point Advisory, LLC",3637,24/08/2022,
"EEPB InnovaTax, LLC",14806,31/07/2022,
Peter Simpson,3951,28/07/2019,
Leicestershire County Council,3196,31/10/2017,
"Koch Industries, Inc.",6395,03/06/2019,
Ontario Association of Children's Aid Societies,4276,31/07/2020,
Great West Financial,228620,30/09/2018,
"Frontier Asset Management, LLC",7758,30/04/2021,
"Apax Partners US, LLC",10390,30/04/2021,
Silgan Dispensing,4688,21/11/2022,
AbsolutData Research & Analytics Solutions Pvt. Ltd.,6909,21/02/2019,
COCA-COLA ENTERPRISES EUROPE LTD,5850,20/12/2018,
"Wavemaker Global, LLC",89504,01/07/2019,
Abbott Laboratories,8464,01/02/2022,
"CITATION JAPAN CO., LTD.",3146,01/12/2022,
SAGE GLOBAL SERVICES (GLOBAL CONTR),8572,30/12/2020,
PANDERO EAFC,3637,30/12/2020,
"The Andersons, Inc.",4779,24/07/2019,
ANGLO AMERICAN SOUTH AFRICA LTD,75509,24/11/2021,
FAURECIA BRIERES CENTRAL GROUP,6312,01/02/2021,
Janus Capital Management LLC,9299,25/03/2020,
Apple Inc.,22162,02/06/2024,
Sci-Fleet,8247,19/10/2021,
Johnson & Johnson Pte Ltd,34144,15/12/2019,
"Charter Communications Operating, LLC",14883,30/06/2021,
EDF TRADING NORTH AMERICA LLC,9767,31/12/2021,
"Smith & Nephew, Inc.",3512,18/03/2021,
Verizon Communications Inc.,4283,22/11/2020,
Brentwood Private Equity LLC,38995,31/05/2024,
"Unifi, Inc.",20780,29/06/2023,
The Procter & Gamble Company,4676,23/07/2019,
"Wells Fargo Bank, N.A.",10078,06/03/2019,
The Coca-Cola Company,12378,14/05/2021,
"Kar Auction Services, Inc.",10910,01/01/2020,
City University of Hong Kong,1998,20/04/2017,
Teleflex Incorporated,5559,21/12/2018,
WILLIS TOWERS WATSON BROKERS (SINGAPORE) PTE. LTD.,5451,31/01/2023,
Grant Thornton AG,7076,24/01/2022,
"Chain Store Guide, LLC",14332,28/02/2017,
Sveriges Utbildningsradio AB,11947,18/04/2022,
Synergos Technologies,39498,01/11/2023,
San Ysidro Health Center,4922,09/04/2023,
adidas International Marketing B.V.,5662,05/04/2019,
Cox Automotive Corporate Services,5195,04/12/2019,
General Electric Company,3832,20/03/2018,
Toyota Finance Finland Oy,2791,18/03/2016,
KLAUSSNER CORPORATION,10390,16/12/2019,
HgCapital LLP,4700,23/07/2018,
First-Citizens Bank & Trust Company,147959,27/10/2020,
IRON MOUNTAIN (U K) LTD,4976,30/09/2019,
SUNCORP GROUP LIMITED,29117,14/06/2022,
"ADP, Inc.",33768,07/02/2022,
"Benchling, Inc.",8832,07/03/2024,
Scotch & Soda,7520,21/12/2017,
"Vistana Signature Experiences, Inc.",17040,28/06/2017,
"Harte Hanks, Inc.",2500,23/11/2015,
"TRENDS & TECHNOLOGIES, INC.",2500,20/08/2018,
Simmons Prepared Foods Inc.,7990,10/03/2014,
"DuCharme, McMillen & Associates, Inc",24119,31/12/2023,
"Verizon Wireless, Inc.",75000,15/12/2015,
UNIVERSITY OF ST ANDREWS,19240,03/11/2021,
USDA Risk Management Agency,26982,01/12/2021,
State of Minnesota,4445,31/05/2024,
METRO CASH AND CARRY INDIA PRIVATE LIMITED,3637,20/05/2022,
BANCO SANTANDER S.A.,125764,12/12/2022,
"Inmar Supply Chain Solutions, LLC f/k/a Carolina Logistics Services, LLC",194925,30/12/2018,
OPAL PACKAGING AUSTRALIA PTY LTD,5330,11/01/2023,
"Illumina, Inc.",19753,08/01/2020,
"ACT, Inc.",4414,29/06/2016,
"VF Services, LLC",4820,31/05/2017,
Fidelity Investments,10078,10/02/2021,
Starbucks Corporation,3995,19/08/2014,
BNP Paribas Wealth Management,8756,15/01/2020,
NCH Corporation,7484,02/07/2019,
COCA-COLA ENTERPRISES EUROPE LTD,3926,15/06/2021,
"Shenandoah Cable Television, LLC",85906,08/03/2024,
Hinds Community College,4156,26/02/2023,
"Bloomin' Brands, Inc.",100000,19/04/2016,
Commonwealth Bank of Australia,0,15/03/2019,
Weyerhaeuser Company,5039,17/01/2020,
"NCH Healthcare System, Inc.",1641,15/06/2014,
Oregon Tourism Commission,3794,27/09/2019,
Stanley Martin Companies,1295,29/06/2016,
"MoneyGram Payment Systems, Inc.",24692,29/04/2023,
eBay Inc.,5195,13/04/2018,
REDAPTIVE SERVICES PRIVATE LIMITED,4676,23/11/2022,
Spilnu.DK A/S,4498,05/04/2018,
Tesco Stores Limited,1065270,22/12/2022,
AUTODISTRIBUTION,3398,15/06/2020,
Knowit Solutions Oy,2500,14/11/2014,
Highmark Health Solutions Inc.,29100,31/03/2015,
"Wolfspeed, Inc.",4862,28/05/2022,
INTERFLORA BRITISH UNIT,60480,30/09/2021,
Australian Postal Corporation,5916,01/05/2021,
Ed Drummond,1295,17/06/2015,
DENTSPLY HOLDING COMPANY,3596,28/12/2018,
OptumRx,2900,05/04/2018,
Migros-Genossenschafts-Bund,5350,20/03/2023,
Direct Line Insurance Services Ltd,28238,24/06/2022,
"Advanced Drainage Systems, Inc.",20780,09/03/2023,
Guardian Life Insurance Company,42741,30/06/2017,
Jung SAS,10506,26/04/2019,
ToolBelt Data,23660,15/11/2023,
"CAMPOFRIO FOOD GROUP, SOCIEDAD ANONIMA",3509,08/07/2019,
"NTT Broadband Platform, Inc.",3196,22/02/2017,
"Charter Manufacturing Company, Inc.",2963,19/02/2018,
GLOBAL PRICING INNOVATIONS LTD,5254,05/12/2023,
Skanska USA Building Inc.,10390,01/01/2022,
Canadian Imperial Bank of Commerce,3071,30/05/2019,
Veterinary Emergency Group,10910,19/04/2023,
Kinetic Worldwide ? A Division of Agency X Inc.,11434,30/06/2019,
Goodrich Corporation,4074,14/08/2019,
"Juniper Networks, Inc.",64678,25/03/2023,
RBC Global Asset Management (U.S.),5195,28/12/2022,
Integrated Oncology Network,3896,16/12/2022,
Gulf Insurance Group,60392,31/03/2024,
E&C Consultants,10657,25/06/2021,
Mol Information Technology Asia Limited,4572,23/11/2023,
"ZS Associates, Inc.",4992,26/02/2020,
CohnReznick LLP,187534,01/03/2024,
Fulfilrr,8901,08/04/2022,
"Tango Analytics, LLC",28080,17/09/2015,
Warren County School District,9819,15/05/2024,
Lojas Avenida S.A.,5906,30/09/2017,
"Cochez Y Cia, S.A.",10525,08/10/2018,
Verizon Communications Inc.,8566,25/09/2020,
THE SAUDI NATIONAL BANK,0,27/08/2017,
"Juniper Networks, Inc.",4935,19/09/2018,
Emirates Insurance Co.,7191,18/11/2018,
James Hardie Research USA,10390,16/10/2023,
MERCK SERONO SA,5946,07/01/2021,
Bank of America Merrill Lynch,3100,19/03/2019,
UNIVERSITY COLLEGE LONDON,3875,28/08/2022,
RGA Enterprise Services Company,50000,13/01/2020,
"ITO-YOKADO CO.,LTD.",4459,19/07/2021,
Woodmen of the World Life Insurance Society,6500,03/01/2023,
"Cardinal Health, Inc.",7918,13/03/2017,
DENSO CORPORATION,4940,16/12/2020,
NBN CO LIMITED,11121,12/09/2017,
REPLY FRANCE,2489,30/03/2020,
HCA-Hospital Corporation of America,5039,14/02/2021,
"Artisan Design Group, LLC",3637,12/08/2022,
7-Eleven Inc.,31170,29/08/2023,
"Amazon.com Services, Inc.",3486,29/07/2023,
"Wells Fargo Bank, N.A.",4961,27/10/2022,
Reed Smith LLP,2300,07/07/2020,
Kuoni Destination Management s.r.o.,0,17/02/2020,
"Light & Wonder, Inc.",27988,31/12/2018,
Kronos Incorporated,23378,16/01/2023,
TADANO LTD.,16981,01/07/2021,
State Street Bank and Trust Company,14145,15/06/2020,
NAV Informasjonsplattform,18897,02/07/2018,
"Colliers International - Atlanta, Inc.",4676,27/06/2019,
"Burns & McDonnell Engineering Company,Inc.",45715,01/07/2022,
"JERA CO., INC.",39974,01/04/2024,
Allianz Life Insurance Company of North America,0,01/08/2018,
Consumer Reports,9845,01/06/2024,
AQA EDUCATION,23845,18/04/2017,
BILLIGENCE EUROPE LTD,2432,28/09/2019,
THE SPECIALIST WORKS LIMITED,5130,23/10/2019,
Roche Diagnostics International AG,6299,08/05/2018,
Sociedade de Ensino Superior Estacio de S A,8958,12/09/2018,
"Nordstrom, Inc.",5039,22/03/2020,
Pensiondanmark Pensionsforsikringsaktieselskab,56474,10/10/2022,
"Starbucks Enterprise Management (China) Co., Ltd.",7017,15/10/2020,
Ópticas Visión,8771,15/03/2023,
Optum,2900,24/10/2017,
"AARP Services, Inc.",14382,09/11/2016,
"Payless Shoesource, Inc.",10787,28/04/2017,
Aspen Dental Management Inc.,4961,04/03/2022,
Asahi Europe,6494,21/02/2018,
"Old World Industries, LLC",23215,22/05/2021,
"RingCentral, Inc.",58089,30/06/2020,
"Franklin Templeton Companies, LLC",11985,03/11/2016,
PNC Bank,4912,25/02/2019,
"Kareo, Inc.",4135,29/03/2022,
Protedyne Corporation,5195,30/03/2019,
Euro Information,11793,22/02/2022,
Cobasi Comércio de Produtos Básicos e Industrializados Ltda,6273,05/10/2021,
"AT&T Services, Inc.",27821,16/09/2016,
"T. Rowe Price Associates, Inc.",50661,09/05/2019,
Fidelity Investments,3875,04/12/2018,
Seagate Technology LLC,278585,29/11/2019,
"Ziff Davis, Inc.",9164,01/07/2023,
Fidelity Investments,4961,03/12/2021,
YBS Analytics,2500,05/12/2018,
TAL Apparel Limited,0,31/03/2019,
"Hibbett Retail, Inc.",141508,31/03/2022,
PFIZER LIMITED,4716,01/10/2020,
Consultants 2 Go LLC,0,11/10/2018,
SNCF RESEAU,30140,01/06/2023,
WM MORRISON SUPERMARKETS P L C,3159,06/02/2023,
"Live Nation Entertainment, Inc.",5694,31/10/2016,
Distell,0,23/10/2018,
Reckitt Benckiser India Ltd,9559,29/12/2023,
"VICTORY PACKAGING, L.P.",9922,17/03/2023,
"Infowise Co., Ltd.",3637,22/11/2018,
IMS Health Incorporated,12605,09/06/2015,
"Experian Information Solutions, Inc.",4185,20/11/2015,
PH GROUP LIMITED,99900,30/06/2014,
"NELNET, INC.",3117,25/05/2023,
"Mitsubishi Heavy Industries, Ltd.",3044,10/06/2024,
Bi Solutions S.A,3000,26/09/2019,
Northwood Advisors,3995,29/07/2014,
Edgius,2744,26/02/2020,
Deloitte Kenya,12500,27/05/2017,
Toyota Motor Sales USA Inc,4629,25/10/2021,
Member One Federal Credit Union,1295,29/01/2016,
Unilever PLC,9180,12/10/2016,
Jpmorgan Chase & Co,5038,14/06/2018,
"Charter Communications Operating, LLC",5039,01/09/2020,
OMAN ARAB BANK SAOC,48007,17/12/2020,
WIN TECHNOLOGIES (UK) LIMITED,244476,21/05/2021,
"Postlethwaite & Netterville, APAC",5195,02/10/2022,
JPMorgan Chase & Co.,5038,16/08/2018,
Express Scripts Holding Company,3596,25/06/2018,
"Census Bureau, United States",10000,20/09/2014,
McKesson Corporation,22626,05/07/2022,
International Paper Company,4713,20/08/2021,
Compass Health Brands Corp.,5091,08/02/2023,
IMMEDIS LIMITED,6879,04/11/2019,
"Lumen Technologies Service Group, LLC fka CenturyTel Service Group, LLC",16895,30/04/2021,
UNIVERSITY COLLEGE LONDON,3511,12/11/2018,
Banco Indusval S/A,11150,30/06/2021,
"Insight Sourcing Group Holdings, Inc.",10000,15/08/2022,
Oliver and Ohlbaum,5401,16/02/2021,
"Alight (us), LLC",5195,09/03/2020,
QLD Office of State Revenue,3069,23/12/2017,
University of Central Lancashire,6675,04/03/2021,
UCLA,4442,18/08/2023,
Summer Search,14357,11/10/2023,
"Greyhound Lines, Inc.",29397,01/08/2017,
ZT Systems,9845,13/03/2023,
"Zayo Group, LLC",30547,21/07/2023,
"Frank Productions, LLC",14417,31/01/2022,
Automotores y Anexos,4779,01/04/2024,
Algeco,5928,18/02/2019,
"DTN, LLC",20980,01/12/2019,
Mayor's Office for Policing and Crime,3511,30/11/2018,
ChampionX LLC,5039,30/09/2020,
Bank of America Corporation,3100,19/02/2019,
HAVFORSKNINGSINSTITUTTET,5878,25/10/2022,
"Curiouser Products Inc., d/b/a lululemon Studio",15585,20/01/2023,
Bell Canada,8798,14/08/2023,
Firelands Scientific,0,20/10/2019,
National Institute of Allergy and Infectious Diseases,18702,01/08/2022,
Avon Canada Inc,5531,22/07/2020,
"NISSAN MOTOR CO.,LTD.",13247,11/01/2020,
"Olam Americas, LLC",5195,17/04/2020,
Segasys Corp PTE LTD,5512,06/09/2021,
MERCURIA ENERGY TRADING SA,12623,01/10/2021,
Axpo Services AG,11970,01/12/2016,
"Glaxosmithkline Consumer Healthcare, L.P.",5195,21/02/2020,
UNIVERSITY OF SANTO TOMAS,2909,31/12/2019,
Air Canada,9978,01/01/2019,
Compensar,4995,20/03/2017,
Advent International Ltd,5402,16/11/2020,
Guardian Life Insurance Company,4000,01/12/2016,
CREATIVE AUSTRALIA,3804,22/04/2024,
Pfizer Inc.,3915,12/06/2015,
"Protective Industries, Inc.",5195,21/03/2022,
Parallel,84170,28/05/2023,
"National Seating & Mobility, Inc.",9351,31/03/2024,
FTI Consulting Asia Pacific,5146,17/12/2023,
